transaction_id,timestamp,product_id,quantity,price,customer_id,sales_channel,discount_code,region,payment_method,transaction_status
10793,2025-07-23 08:27:53,5,-1,-87.94,-5,online,,Central,debit_card,
10794,2025-02-12 06:08:06,2,7,445.2,-5,reseller,WELCOME10,,credit_card,
10795,2025-02-06 12:57:46.675935,2,,,8,online,NOTVALID,South,credit_card,unknown
,2025-11-19 06:26:46,1,0,0.0,,store,WELCOME10,invalid_region,paypal,
10797,2025-11-21 12:05:59,9999999,,,2,,STUDENT20,Central,credit_card,failed
10798,2025-08-07 08:26:03,1,5,121.5,8,reseller,,Central,debit_card,failed
10799,2025-12-08 16:42:13,9999999,,,133,online,HALFOFF,East,cash,failed
10800,2025-02-26 15:11:33,5,4,351.76,,online,WELCOME10,invalid_region,,failed
1698,2025-12-01 15:35:10.700241,5,,,1,,,Central,paypal,failed
10802,2025-07-13 02:03:31,8,4,200,8,invalid_channel,,Central,debit_card,pending
10803,2025-06-11 05:32:47,5,,,10,reseller,HALFOFF,West,invalid_method,failed
10804,2025-02-26 04:08:44,2,,,10,online,STUDENT20,,,completed
10805,2025-03-13 13:11:55,5,,,2,invalid_channel,,Central,invalid_method,failed
,not_a_timestamp,7,,,2,store,,North,,unknown
10807,2025-04-07 04:46:25.589470,10,,,8,online,,East,paypal,failed
10808,not_a_timestamp,1,8,194.4,10,invalid_channel,STUDENT20,West,paypal,unknown
10809,2025-11-04 11:04:07,,,,,reseller,NOTVALID,East,cash,
10810,2025-11-12 07:40:28,5,-1,-87.94,8,reseller,,East,debit_card,unknown
,not_a_timestamp,2,3,190.8,8,invalid_channel,WELCOME10,invalid_region,,unknown
10812,2025-08-01 05:58:57,2,,,999,,,Central,credit_card,unknown
10813,,5,2,175.88,-5,online,STUDENT20,West,cash,completed
10814,,3,,,2,store,,West,,unknown
10815,2025-07-03 22:01:31,2,,,,invalid_channel,NOTVALID,North,cash,unknown
,2025-12-18 15:02:07,2,2,127.2,133,,,South,,
10817,2025-04-14 12:52:18.280353,,4,,133,online,NOTVALID,Central,invalid_method,completed
10818,2025-05-01 06:37:03,,9,,2,online,WELCOME10,,debit_card,pending
10819,2025-03-25 19:10:14,2,5,318.0,1,store,STUDENT20,Central,debit_card,unknown
10820,2025-12-05 14:01:29.309251,1,,,,invalid_channel,WELCOME10,,cash,pending
,2025-11-12 12:46:30,2,4,254.4,32,,,invalid_region,paypal,unknown
10822,2025-11-19 07:38:07.251894,10,-1,-99.99,-5,invalid_channel,WELCOME10,,invalid_method,completed
10823,2025-05-21 22:05:40.682771,7,9,332.1,-5,reseller,NOTVALID,South,paypal,pending
10824,not_a_timestamp,3,-2,-78.4,,invalid_channel,WELCOME10,South,invalid_method,pending
10825,,3,,,32,invalid_channel,NOTVALID,invalid_region,paypal,completed
2419,2025-12-25 17:34:37.678174,9999999,,,1,reseller,HALFOFF,Central,cash,failed
10827,2025-07-18 17:33:40,8,-2,-100,8,online,STUDENT20,Central,invalid_method,pending
10828,2025-06-03 01:49:29,9999999,,,8,reseller,WELCOME10,East,paypal,failed
10829,2025-08-23 18:04:14,2,,,32,reseller,,Central,invalid_method,failed
10830,not_a_timestamp,2,,,8,,STUDENT20,South,debit_card,
1721,2025-10-03 15:20:50,2,6,381.6,32,invalid_channel,STUDENT20,West,paypal,
10832,2025-03-19 11:12:03,7,-1,-36.9,-5,online,WELCOME10,Central,paypal,pending
10833,,7,,,999,invalid_channel,HALFOFF,West,paypal,pending
10834,2025-11-10 15:11:20,1,5,121.5,10,reseller,WELCOME10,East,invalid_method,unknown
10835,2025-03-28 04:59:59,9999999,,,999,,,West,cash,unknown
,2025-03-07 07:50:53,10,,,2,invalid_channel,,,paypal,completed
10837,2025-04-17 13:46:18,2,,,8,,WELCOME10,,invalid_method,completed
10838,,2,,,2,invalid_channel,NOTVALID,,paypal,completed
10839,2025-12-15 16:08:32.017292,10,,,2,store,WELCOME10,South,debit_card,unknown
10840,2025-10-02 23:32:12,,9,,1,online,NOTVALID,East,debit_card,pending
865,2025-06-11 09:37:04,8,8,400,1,,HALFOFF,invalid_region,invalid_method,completed
10842,2025-10-05 17:15:13,3,9,352.8,32,store,,invalid_region,cash,failed
10843,2025-11-17 14:39:33,3,8,313.6,133,invalid_channel,STUDENT20,invalid_region,,
10844,2025-11-08 01:28:54,2,,,32,invalid_channel,WELCOME10,,debit_card,unknown
10845,2025-08-03 13:42:04.618550,1,6,145.8,32,,STUDENT20,West,credit_card,pending
,2025-09-17 04:30:21,2,,,1,store,,West,credit_card,pending
10847,2025-08-07 17:09:35,3,,,1,store,,West,cash,unknown
10848,2025-06-18 06:43:03.172101,7,,,2,invalid_channel,WELCOME10,invalid_region,cash,unknown
10849,2025-04-25 22:00:26,2,,,8,store,,North,,
10850,2025-05-23 17:27:26,3,,,32,reseller,,invalid_region,cash,
,2025-05-11 20:44:25,1,-2,-48.6,8,invalid_channel,,South,cash,pending
10852,2025-01-22 06:58:22,5,,,2,invalid_channel,WELCOME10,invalid_region,,unknown
10853,2025-12-17 07:03:34.222306,8,,,10,,,West,invalid_method,failed
10854,,2,0,0.0,32,reseller,NOTVALID,South,debit_card,completed
10855,2025-08-01 03:01:46.906867,7,,,2,store,,South,cash,
,2025-03-26 02:26:46,8,2,100,-5,reseller,NOTVALID,West,paypal,completed
10857,2025-07-20 14:33:46,7,8,295.2,1,reseller,,South,debit_card,failed
10858,2025-11-22 08:40:00,5,-1,-87.94,10,invalid_channel,,South,,unknown
10859,2025-11-17 04:37:45.113162,1,,,133,store,WELCOME10,South,paypal,pending
10860,2025-06-15 03:49:24.125925,5,-1,-87.94,8,online,HALFOFF,West,credit_card,unknown
,2025-03-03 03:03:33.032302,7,,,-5,invalid_channel,NOTVALID,invalid_region,credit_card,pending
10862,2025-05-04 16:51:29,3,0,0.0,10,reseller,STUDENT20,North,paypal,
10863,,10,8,799.92,999,reseller,WELCOME10,North,credit_card,failed
10864,,10,2,199.98,8,invalid_channel,STUDENT20,,paypal,
10865,2025-09-25 06:28:02,9999999,4,39999996,8,reseller,NOTVALID,West,,unknown
,2025-11-20 15:33:46,2,,,32,invalid_channel,NOTVALID,,cash,pending
10867,2025-09-01 06:38:55,10,,,1,invalid_channel,WELCOME10,West,invalid_method,unknown
10868,2025-10-22 23:40:47,1,,,8,online,STUDENT20,East,,failed
10869,,10,10,999.9,2,store,WELCOME10,North,credit_card,completed
10870,,10,,,999,store,NOTVALID,West,invalid_method,failed
,2025-05-06 05:37:50.632742,1,1,24.3,999,online,STUDENT20,invalid_region,cash,
10872,2025-05-19 12:48:04,2,,,2,store,,South,credit_card,
10873,2025-04-13 01:29:12,7,9,332.1,999,online,HALFOFF,,debit_card,completed
10874,2025-08-06 09:09:32.244814,8,,,1,store,,Central,credit_card,pending
10875,2025-06-04 22:29:49,1,,,133,,WELCOME10,Central,cash,unknown
4720,2025-11-27 08:02:51,3,8,313.6,8,reseller,,South,paypal,
10877,2025-05-27 20:07:04,7,,,1,online,WELCOME10,Central,credit_card,pending
10878,,7,7,258.3,8,reseller,NOTVALID,North,invalid_method,unknown
10879,2025-10-16 19:49:27.334224,7,,,2,store,NOTVALID,Central,invalid_method,failed
10880,2025-05-26 14:12:07,10,,,-5,store,NOTVALID,East,credit_card,
847,2025-08-20 14:52:45.503618,7,-2,-73.8,,,WELCOME10,invalid_region,debit_card,unknown
10882,2025-07-15 19:35:57.297466,7,10,369.0,8,online,,South,credit_card,pending
10883,2025-05-16 01:16:51.026715,9999999,-2,-19999998,133,reseller,HALFOFF,North,invalid_method,unknown
10884,2025-10-18 09:46:03.717543,3,-2,-78.4,2,,HALFOFF,,invalid_method,failed
10885,2025-10-13 20:08:43,3,,,32,invalid_channel,WELCOME10,Central,invalid_method,
10513,2025-03-08 03:16:02.220486,3,,,1,reseller,HALFOFF,South,,pending
10887,2025-09-04 23:58:33,,4,,10,reseller,HALFOFF,South,cash,pending
10888,2025-05-09 14:00:26.565579,10,1,99.99,1,invalid_channel,STUDENT20,East,paypal,pending
10889,2025-07-10 18:51:42,8,8,400,32,reseller,,West,cash,failed
10890,2025-04-17 10:03:41,2,,,,reseller,WELCOME10,Central,,pending
6653,2025-04-19 16:15:46,2,,,10,,,,invalid_method,failed
10892,not_a_timestamp,10,9,899.91,32,reseller,STUDENT20,,paypal,unknown
10893,2025-07-23 22:57:07,10,-1,-99.99,1,reseller,WELCOME10,West,,unknown
10894,2025-01-26 13:50:33.972622,2,,,133,invalid_channel,HALFOFF,East,invalid_method,failed
10895,2025-07-07 10:31:42,,,,8,,,invalid_region,credit_card,pending
10697,2025-09-16 05:58:50,7,7,258.3,2,online,NOTVALID,invalid_region,cash,unknown
10897,2025-03-06 16:46:32,10,2,199.98,2,reseller,HALFOFF,,,unknown
10898,2025-08-15 01:26:38.871785,,6,,10,online,WELCOME10,North,debit_card,pending
10899,,5,,,1,reseller,,East,,
10900,not_a_timestamp,2,,,8,online,STUDENT20,East,cash,
6937,2025-12-03 05:11:14,9999999,,,999,online,NOTVALID,Central,,failed
10902,2025-11-16 07:12:37,7,0,0.0,999,store,HALFOFF,Central,paypal,unknown
10903,2025-07-25 11:37:47,2,,,1,online,HALFOFF,South,cash,unknown
10904,2025-06-28 18:13:12.703499,8,,,8,reseller,,invalid_region,debit_card,completed
10905,2025-01-26 13:29:40,10,-2,-199.98,32,invalid_channel,WELCOME10,West,debit_card,pending
10663,2025-11-03 17:09:32,9999999,8,79999992,1,store,,West,,unknown
10907,not_a_timestamp,2,,,10,online,,,invalid_method,unknown
10908,2025-01-07 01:51:21.085266,3,5,196.0,,store,NOTVALID,South,paypal,
10909,2025-09-27 04:01:41,3,0,0.0,133,reseller,STUDENT20,invalid_region,invalid_method,completed
10910,2025-02-01 22:03:11,2,3,190.8,10,,NOTVALID,East,debit_card,completed
889,2025-05-09 14:31:43,10,5,499.95,8,reseller,HALFOFF,Central,,unknown
10912,2025-10-19 18:13:15,,6,,1,online,STUDENT20,West,,unknown
10913,,,3,,,online,,South,debit_card,completed
10914,2025-05-20 08:54:06.466874,9999999,,,32,,,South,paypal,unknown
10915,2025-04-21 16:39:50.641945,5,10,879.4,2,invalid_channel,,invalid_region,paypal,completed
9053,2025-06-24 01:59:14,8,0,0,1,invalid_channel,HALFOFF,invalid_region,,unknown
10917,2025-05-14 05:00:19.190207,10,5,499.95,999,store,,Central,cash,failed
10918,2025-04-07 23:01:14,2,,,-5,,HALFOFF,South,,completed
10919,,1,,,999,online,STUDENT20,,debit_card,failed
10920,2025-02-01 01:34:09,1,,,8,store,STUDENT20,East,paypal,unknown
,2025-12-26 08:17:50,,,,,,,East,credit_card,failed
10922,2025-04-06 03:31:03.737976,7,6,221.4,8,online,HALFOFF,South,debit_card,failed
10923,2025-06-11 00:59:46.877775,1,10,243.0,1,invalid_channel,WELCOME10,,invalid_method,unknown
10924,2025-02-04 14:52:40.723390,1,,,8,invalid_channel,,Central,debit_card,pending
10925,2025-12-26 20:11:04,10,,,32,reseller,,,cash,
,2025-03-16 03:50:24,8,,,32,online,HALFOFF,West,paypal,
10927,2025-10-17 21:03:07,9999999,,,,store,WELCOME10,Central,credit_card,
10928,2025-07-04 07:17:56,8,,,2,reseller,NOTVALID,North,invalid_method,
10929,2025-03-23 06:23:44,10,,,2,store,HALFOFF,invalid_region,debit_card,failed
10930,2025-10-01 14:44:46,2,10,636.0,32,reseller,STUDENT20,East,,
9239,2025-06-14 23:57:55,8,,,10,invalid_channel,HALFOFF,invalid_region,cash,pending
10932,2025-09-10 23:21:51,3,,,8,store,,North,credit_card,completed
10933,2025-06-06 17:10:00,10,,,2,store,NOTVALID,South,,pending
10934,2025-05-26 19:14:09,10,1,99.99,8,store,STUDENT20,South,credit_card,
10935,2025-06-24 06:26:01,1,2,48.6,2,invalid_channel,STUDENT20,North,credit_card,unknown
,2025-07-14 09:50:42,,,,2,store,NOTVALID,South,,completed
10937,2025-07-26 19:16:01,8,1,50,8,,HALFOFF,North,credit_card,unknown
10938,not_a_timestamp,1,,,8,invalid_channel,,Central,,completed
10939,not_a_timestamp,,,,2,reseller,STUDENT20,,cash,
10940,2025-07-23 12:42:25,2,,,999,store,WELCOME10,invalid_region,invalid_method,
,2025-12-08 03:28:14,1,,,133,reseller,,Central,paypal,failed
10942,2025-08-21 16:11:26.656547,8,7,350,10,invalid_channel,HALFOFF,,invalid_method,unknown
10943,2025-10-22 15:46:35.576705,2,-2,-127.2,8,reseller,NOTVALID,invalid_region,credit_card,pending
10944,2025-08-08 15:30:16,2,,,8,online,,Central,invalid_method,completed
10945,2025-12-10 08:51:03,2,3,190.8,2,invalid_channel,,invalid_region,invalid_method,unknown
,2025-04-05 00:45:44,1,5,121.5,1,online,HALFOFF,East,cash,
10947,2025-12-25 08:43:00,1,9,218.7,8,online,NOTVALID,North,debit_card,completed
10948,2025-01-11 15:16:14,1,,,32,reseller,STUDENT20,Central,invalid_method,pending
10949,2025-01-22 06:01:49,,7,,8,invalid_channel,,West,,pending
10950,2025-06-04 15:43:10,2,,,8,invalid_channel,WELCOME10,West,debit_card,pending
,2025-08-06 04:07:01,7,,,133,reseller,HALFOFF,North,credit_card,unknown
10952,2025-03-09 18:28:02.919810,5,,,-5,store,WELCOME10,,paypal,pending
10953,2025-01-16 13:01:05,2,,,32,online,WELCOME10,South,,
10954,2025-09-08 00:26:23,10,1,99.99,8,online,HALFOFF,,paypal,
10955,2025-10-04 04:56:49,5,2,175.88,-5,store,STUDENT20,South,invalid_method,completed
,not_a_timestamp,10,,,999,,,,debit_card,pending
10957,2025-07-11 00:49:25,2,1,63.6,2,invalid_channel,NOTVALID,West,credit_card,completed
10958,,2,,,133,invalid_channel,WELCOME10,East,credit_card,failed
10959,2025-12-16 20:01:20.989259,10,,,2,,NOTVALID,Central,,completed
10960,2025-06-09 09:57:04,2,,,32,store,HALFOFF,South,cash,
,2025-06-28 01:49:49.041649,3,10,392.0,,,HALFOFF,South,paypal,pending
10962,2025-04-16 06:46:52,10,0,0.0,1,reseller,,invalid_region,credit_card,completed
10963,2025-02-24 22:17:56,1,,,999,online,STUDENT20,invalid_region,credit_card,failed
10964,2025-06-14 14:17:45,,8,,8,invalid_channel,,East,invalid_method,unknown
10965,2025-04-18 18:27:29,2,8,508.8,2,invalid_channel,HALFOFF,West,,unknown
10504,2025-10-05 21:44:50,7,9,332.1,,invalid_channel,NOTVALID,East,paypal,unknown
10967,2025-12-16 04:04:55,10,4,399.96,-5,store,STUDENT20,Central,paypal,unknown
10968,,5,3,263.82,-5,,,West,cash,pending
10969,,2,5,318.0,8,reseller,,South,debit_card,completed
10970,not_a_timestamp,,4,,133,,HALFOFF,North,credit_card,pending
9112,2025-01-21 07:22:52,7,6,221.4,32,invalid_channel,HALFOFF,invalid_region,cash,completed
10972,2025-07-22 03:08:41.998711,2,,,-5,reseller,,South,debit_card,failed
10973,2025-07-17 23:07:06,10,3,299.97,8,online,,,cash,unknown
10974,2025-10-18 04:32:23.185439,7,-1,-36.9,999,online,,West,debit_card,completed
10975,2025-11-23 21:00:05,,,,999,online,HALFOFF,,,failed
,2025-01-28 11:16:59.385493,5,,,8,invalid_channel,HALFOFF,,debit_card,
10977,2025-08-21 15:30:15.592887,2,4,254.4,8,reseller,,South,cash,pending
10978,2025-06-01 01:15:33,10,,,,reseller,STUDENT20,East,debit_card,unknown
10979,2025-03-13 20:43:35,9999999,,,10,store,NOTVALID,North,paypal,failed
10980,,7,9,332.1,133,invalid_channel,NOTVALID,invalid_region,,failed
7644,,2,,,32,invalid_channel,STUDENT20,East,invalid_method,
10982,2025-03-12 01:00:32,8,,,8,,NOTVALID,Central,,completed
10983,2025-10-24 02:03:13.522512,5,5,439.7,-5,invalid_channel,NOTVALID,East,invalid_method,failed
10984,2025-12-24 16:52:44.269729,7,,,32,store,HALFOFF,South,debit_card,completed
10985,2025-10-10 00:40:35.372151,1,,,32,,NOTVALID,East,debit_card,
,2025-05-10 10:44:51,2,,,32,store,WELCOME10,North,invalid_method,failed
10987,2025-10-02 15:27:46,10,2,199.98,133,online,STUDENT20,North,invalid_method,pending
10988,2025-09-13 13:12:40,3,,,10,,STUDENT20,South,paypal,completed
10989,2025-03-17 10:16:03,10,,,999,reseller,,Central,debit_card,completed
10990,,2,7,445.2,32,,HALFOFF,West,paypal,
6482,2025-05-07 12:41:28,10,9,899.91,,,,North,cash,failed
10992,,8,,,10,invalid_channel,,West,credit_card,completed
10993,2025-06-19 10:03:44,2,,,999,store,NOTVALID,North,invalid_method,completed
10994,2025-08-28 12:44:57,10,,,10,invalid_channel,WELCOME10,invalid_region,,
10995,2025-04-11 13:39:10.980909,2,,,133,online,,East,debit_card,unknown
,2025-01-26 23:25:01,2,,,1,store,STUDENT20,invalid_region,,
10997,2025-10-01 10:09:06,2,,,8,store,NOTVALID,,cash,pending
10998,2025-10-12 08:09:31,10,,,1,store,HALFOFF,,invalid_method,unknown
10999,2025-07-21 05:30:00,10,6,599.94,,online,,North,debit_card,failed
11000,2025-02-11 08:31:50,7,,,1,reseller,HALFOFF,Central,credit_card,pending
1262,2025-10-06 17:38:05,5,,,133,store,,North,credit_card,unknown
11002,not_a_timestamp,10,,,,online,,,paypal,completed
11003,2025-06-19 06:29:23.950364,9999999,,,10,invalid_channel,HALFOFF,Central,,unknown
11004,2025-08-25 10:04:44,7,2,73.8,8,invalid_channel,,,cash,pending
11005,2025-05-12 03:33:30,9999999,8,79999992,10,reseller,NOTVALID,East,cash,
,2025-08-21 06:53:16.468459,1,,,999,reseller,NOTVALID,West,,failed
11007,not_a_timestamp,1,,,2,reseller,HALFOFF,North,credit_card,pending
11008,not_a_timestamp,5,,,8,invalid_channel,HALFOFF,North,paypal,
11009,2025-03-20 04:57:42.575709,10,,,2,,,South,invalid_method,unknown
11010,2025-08-04 18:55:17,10,-2,-199.98,8,reseller,HALFOFF,Central,cash,
,2025-10-25 18:03:21,7,-2,-73.8,-5,,HALFOFF,invalid_region,credit_card,failed
11012,2025-07-07 11:48:24,5,0,0.0,-5,online,,invalid_region,paypal,completed
11013,2025-01-07 18:55:43,10,10,999.9,10,store,WELCOME10,South,paypal,failed
11014,2025-12-08 10:40:43,,,,10,store,,North,debit_card,
11015,2025-04-14 02:36:16,2,,,133,,NOTVALID,East,invalid_method,pending
1398,2025-02-01 09:48:01,10,-2,-199.98,10,online,NOTVALID,East,credit_card,
11017,2025-04-14 09:18:06,1,,,133,reseller,STUDENT20,West,debit_card,
11018,,9999999,4,39999996,-5,online,NOTVALID,East,invalid_method,failed
11019,2025-05-23 08:06:46.953538,10,-1,-99.99,,online,WELCOME10,,,completed
11020,2025-10-03 04:35:56.960702,2,,,10,invalid_channel,NOTVALID,East,paypal,pending
,2025-07-24 05:40:42.119217,10,,,-5,online,HALFOFF,South,debit_card,
11022,2025-09-11 23:55:36,2,,,8,invalid_channel,,invalid_region,debit_card,failed
11023,,9999999,,,-5,,WELCOME10,West,cash,pending
11024,2025-06-11 01:20:32,8,7,350,133,online,,North,,completed
11025,2025-02-24 03:59:58,2,9,572.4,-5,online,STUDENT20,North,credit_card,completed
,2025-12-12 02:11:31.772724,1,,,,online,,South,debit_card,
11027,2025-09-20 06:49:10.580785,1,-2,-48.6,8,online,HALFOFF,,invalid_method,unknown
11028,2025-02-28 13:08:30,1,,,2,store,STUDENT20,South,cash,pending
11029,2025-10-24 12:52:47,5,8,703.52,32,reseller,STUDENT20,invalid_region,credit_card,completed
11030,not_a_timestamp,9999999,4,39999996,2,online,STUDENT20,North,paypal,
933,2025-12-28 00:28:47.593903,10,,,8,invalid_channel,STUDENT20,West,,completed
11032,2025-02-01 04:27:48.599771,7,,,1,invalid_channel,,West,cash,failed
11033,2025-01-16 08:05:41,5,,,-5,invalid_channel,STUDENT20,,cash,failed
11034,,7,,,,invalid_channel,STUDENT20,West,credit_card,
11035,2025-06-09 09:18:40,3,,,2,store,,,,
,not_a_timestamp,,,,2,reseller,NOTVALID,invalid_region,paypal,completed
11037,2025-11-09 06:38:53,3,,,32,reseller,WELCOME10,Central,debit_card,pending
11038,2025-01-23 05:15:39,1,,,-5,reseller,,South,invalid_method,unknown
11039,2025-03-12 22:19:06,10,,,2,,WELCOME10,invalid_region,invalid_method,pending
11040,2025-04-25 13:08:50.855903,,8,,999,invalid_channel,WELCOME10,Central,,failed
,,9999999,8,79999992,2,store,,,cash,completed
11042,2025-05-15 03:36:27,2,7,445.2,2,store,WELCOME10,South,,failed
11043,2025-05-21 09:35:03,8,0,0,,invalid_channel,,Central,,failed
11044,2025-11-02 06:50:00,7,8,295.2,133,reseller,HALFOFF,West,debit_card,completed
11045,,9999999,5,49999995,8,invalid_channel,NOTVALID,Central,paypal,
,2025-04-19 14:56:27,1,,,8,store,HALFOFF,invalid_region,invalid_method,completed
11047,2025-12-24 07:12:01.273720,8,1,50,133,invalid_channel,HALFOFF,South,debit_card,
11048,2025-09-05 21:28:23,1,,,8,invalid_channel,,Central,credit_card,pending
11049,not_a_timestamp,7,,,2,reseller,STUDENT20,invalid_region,credit_card,pending
11050,2025-11-28 21:34:31,9999999,1,9999999,1,,,,cash,failed
5050,not_a_timestamp,1,,,2,,,,credit_card,completed
11052,2025-03-08 15:15:01,7,4,147.6,999,,WELCOME10,East,invalid_method,pending
11053,not_a_timestamp,3,,,8,,,invalid_region,credit_card,failed
11054,not_a_timestamp,1,-1,-24.3,999,invalid_channel,,,credit_card,unknown
11055,2025-12-23 03:53:57.434462,,2,,2,online,NOTVALID,,credit_card,unknown
,2025-12-10 07:26:39,3,,,1,,,West,cash,completed
11057,2025-12-12 09:42:24.023365,,,,133,,NOTVALID,invalid_region,,failed
11058,2025-02-02 19:58:55,8,,,8,reseller,,North,invalid_method,completed
11059,2025-10-01 22:00:42.785109,5,4,351.76,32,reseller,WELCOME10,invalid_region,cash,
11060,2025-06-06 13:06:55,10,5,499.95,10,reseller,STUDENT20,East,credit_card,pending
,2025-05-13 21:22:04.081606,9999999,,,133,online,,East,,completed
11062,2025-07-16 15:15:58,3,,,8,invalid_channel,,invalid_region,,
11063,not_a_timestamp,5,,,999,,STUDENT20,,invalid_method,pending
11064,2025-08-25 22:02:10,5,,,999,invalid_channel,NOTVALID,West,invalid_method,unknown
11065,2025-09-20 07:44:01.208526,1,0,0.0,133,store,HALFOFF,West,,
,2025-04-22 21:46:40,9999999,,,32,store,WELCOME10,North,cash,
11067,2025-10-15 07:46:02.686678,7,,,8,reseller,,invalid_region,debit_card,unknown
11068,2025-06-06 17:03:40.397060,10,1,99.99,10,,HALFOFF,South,cash,failed
11069,2025-03-04 14:07:47.764989,,,,2,online,STUDENT20,South,credit_card,completed
11070,2025-02-19 19:22:48,7,,,2,reseller,,invalid_region,debit_card,unknown
,,2,,,32,invalid_channel,,invalid_region,cash,
11072,2025-01-09 15:42:20,2,8,508.8,8,,STUDENT20,,invalid_method,completed
11073,,2,-1,-63.6,,reseller,,West,debit_card,
11074,2025-02-25 08:06:14.972014,5,-1,-87.94,2,invalid_channel,,Central,credit_card,completed
11075,2025-09-10 00:18:35,1,2,48.6,999,invalid_channel,WELCOME10,West,cash,pending
,2025-11-25 21:15:59,10,10,999.9,999,online,,West,debit_card,failed
11077,not_a_timestamp,1,1,24.3,8,invalid_channel,WELCOME10,,invalid_method,unknown
11078,not_a_timestamp,1,-2,-48.6,32,invalid_channel,,North,,pending
11079,2025-07-19 05:03:38,3,-1,-39.2,1,,WELCOME10,,invalid_method,failed
11080,2025-05-09 07:19:16,1,,,8,invalid_channel,,South,cash,pending
3219,2025-02-26 01:22:03,10,4,399.96,8,store,WELCOME10,North,cash,unknown
11082,2025-10-16 03:48:46,9999999,8,79999992,2,invalid_channel,WELCOME10,South,cash,pending
11083,2025-12-08 22:30:20,9999999,-1,-9999999,,,NOTVALID,North,debit_card,failed
11084,2025-08-26 05:10:17,2,3,190.8,8,store,HALFOFF,Central,invalid_method,completed
11085,2025-11-27 14:34:07,10,3,299.97,133,online,NOTVALID,invalid_region,debit_card,unknown
8952,2025-10-21 19:35:35,1,9,218.7,,reseller,,West,paypal,
11087,not_a_timestamp,3,,,8,store,STUDENT20,North,debit_card,pending
11088,2025-05-06 14:44:00,5,3,263.82,-5,,NOTVALID,North,paypal,pending
11089,,3,3,117.6,8,,NOTVALID,invalid_region,cash,completed
11090,2025-05-18 13:44:59.200639,10,4,399.96,2,online,STUDENT20,North,paypal,completed
1537,2025-02-03 02:42:53.973939,3,8,313.6,133,online,,invalid_region,debit_card,failed
11092,2025-08-28 08:36:52,3,,,32,invalid_channel,WELCOME10,,credit_card,unknown
11093,2025-03-13 17:21:35,7,8,295.2,,store,,East,paypal,unknown
11094,2025-05-19 03:38:12,,,,1,store,WELCOME10,Central,debit_card,unknown
11095,2025-09-10 16:04:13.256191,10,10,999.9,8,,,South,,completed
,2025-08-22 15:44:20,10,,,8,,,invalid_region,cash,pending
11097,,9999999,10,99999990,10,store,,East,debit_card,failed
11098,2025-09-04 11:51:03,7,,,2,invalid_channel,,,cash,failed
11099,2025-09-01 23:04:21,10,-1,-99.99,,store,STUDENT20,North,credit_card,failed
11100,2025-07-28 16:16:03,2,-2,-127.2,133,online,STUDENT20,Central,debit_card,
5357,not_a_timestamp,10,,,2,,HALFOFF,,,completed
11102,2025-12-11 09:51:12,2,,,2,invalid_channel,,,cash,unknown
11103,2025-04-17 15:23:33,8,,,32,reseller,,Central,,
11104,2025-09-11 10:34:08,8,,,-5,,STUDENT20,North,credit_card,completed
11105,2025-12-22 16:54:44,7,1,36.9,2,,WELCOME10,Central,debit_card,completed
,2025-09-09 04:47:41,10,8,799.92,10,invalid_channel,NOTVALID,West,,unknown
11107,2025-01-17 17:09:28.735548,5,,,8,store,,South,credit_card,unknown
11108,2025-07-05 16:32:27,9999999,10,99999990,10,reseller,,Central,debit_card,completed
11109,2025-04-07 23:28:45,9999999,,,10,store,,,invalid_method,unknown
11110,2025-01-23 09:51:27,2,,,2,invalid_channel,,East,cash,completed
8040,2025-11-12 20:15:31,2,,,-5,online,HALFOFF,Central,invalid_method,completed
11112,2025-06-03 12:31:13.154939,7,8,295.2,2,store,STUDENT20,,,failed
11113,2025-02-03 17:27:10,2,,,32,,HALFOFF,East,cash,failed
11114,2025-07-12 00:04:45,2,9,572.4,8,invalid_channel,,Central,credit_card,failed
11115,2025-12-24 10:18:56,10,,,133,online,,North,credit_card,unknown
8404,2025-01-17 22:46:33,,,,8,invalid_channel,HALFOFF,East,debit_card,
11117,2025-11-20 13:04:04,5,,,8,reseller,STUDENT20,South,debit_card,unknown
11118,2025-12-07 21:23:39,10,8,799.92,32,online,NOTVALID,East,credit_card,unknown
11119,2025-10-05 22:08:31,8,,,999,online,STUDENT20,South,cash,failed
11120,2025-06-05 21:24:24.409475,5,3,263.82,8,store,STUDENT20,South,paypal,failed
4894,2025-07-08 23:02:13,10,10,999.9,-5,online,,North,invalid_method,
11122,2025-01-06 12:51:41.274548,3,5,196.0,10,reseller,WELCOME10,East,debit_card,pending
11123,,2,-1,-63.6,2,online,,West,paypal,completed
11124,not_a_timestamp,8,1,50,999,reseller,WELCOME10,East,credit_card,pending
11125,2025-05-26 17:47:22,7,,,8,reseller,WELCOME10,,debit_card,failed
5646,2025-10-15 12:39:51,,,,10,reseller,HALFOFF,,debit_card,completed
11127,,8,,,133,,NOTVALID,,debit_card,
11128,2025-04-18 07:54:25,10,,,32,reseller,STUDENT20,,invalid_method,
11129,2025-10-09 16:23:03,8,,,2,invalid_channel,HALFOFF,Central,,pending
11130,2025-03-21 14:13:34.434642,2,9,572.4,1,,,East,debit_card,failed
10964,2025-10-17 10:51:44,3,5,196.0,10,reseller,STUDENT20,West,paypal,completed
11132,2025-12-27 05:46:09,8,6,300,1,store,NOTVALID,East,invalid_method,pending
